,Portfolio,total_return,cagr,vol,sharpe,max_dd
0,Strategy,0.10037817989147846,0.10164704930813162,0.09843110542868479,1.0325188038300321,-0.08834782177411582
1,Benchmark 60/40,0.11866489572130834,0.12017727271559853,0.12121640585487456,0.9964780539738356,-0.12615327202132098
